job title,company name,job date,locations,skills,links
PHP Developer,EBE -,1 month ago,"Dokki, Giza, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · PHP · Information Technology (IT) · Computer Science · javaScript · HTML · CSS · Laravel,https://wuzzuf.net/jobs/p/9FwMpzfLtufL-Python-Developer-REST-API-Microservices---Ocucon-Team-UK---Alexandria-Procrew-Alexandria-Egypt?o=17&l=sp&t=sj&a=python|search-v3|spbg
IT Admin,FlairsTech -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · DNS · NTP · VPNs · DHCP · AWS · Linux,https://wuzzuf.net/jobs/p/aEDo9YmBB7Jd-GIS-Developer-Perfect-Presentation-Giza-Egypt?o=154&l=sp&t=sj&a=python|search-v3|spbg
Application Support Engineer,Confidential -,2 months ago,"Smouha, Alexandria, Egypt ",Full TimeEntry Level · 0 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Customer Support · Information Technology (IT) · Computer Science · SQL · ERP System · Business Analysis · Agile Software · Computer Engineering,https://wuzzuf.net/jobs/p/Tcg0N6scYDEk-Backend-Engineer---PythonDjango-Paymob-Solutions-Cairo-Egypt?o=18&l=sp&t=sj&a=python|search-v3|spbg
Automation Test Engineer,Confidential -,2 months ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · engineer · Automation,https://wuzzuf.net/jobs/p/ioEYVnZceUWh-Blockchain-developer-MENA-Alliances-Hebron-Palestine?o=32&l=sp&t=sj&a=python|search-v3|spbg
Senior Cloud Solution Architect,Edrak United -,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 6+ Yrs of Exp · males_preferred · IT/Software Development · Engineering - Telecom/Technology · Architecture · AWS · Cloud · gcp · Information Technology (IT) · Infrastructure · IT · Computer Science,https://wuzzuf.net/jobs/p/9OT3zg02C2Ql-Computer-Science-Teacher-iSchool-Cairo-Egypt?o=113&l=sp&t=sj&a=python|search-v3|spbg
Software Developer,eelu -,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Engineering · Computer Science · Software Development · SQL · PHP · Angular · Engineering,https://wuzzuf.net/jobs/p/0Fx99pmcYciN-Site-Reliability-Engineer-SRE-Taager-Cairo-Egypt?o=175&l=sp&t=sj&a=python|search-v3|spbg
Full Stack Developer,TTC Technologies -,1 month ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack · Software Development · Computer Science · Information Technology (IT) · SQL · Software · javaScript · PHP,https://wuzzuf.net/jobs/p/Wl8e13hpCyV2-DevOps-Engineer-Nagwa-Cairo-Egypt?o=197&l=sp&t=sj&a=python|search-v3|spbg
DevOps Engineer,Nagwa -,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Software Development,https://wuzzuf.net/jobs/p/jr2Uhk0R3gL0-Senior-Automation-Test-Engineer-Kaizen-Firm-Cairo-Egypt?o=200&l=sp&t=sj&a=python|search-v3|spbg
Oracle APEX Developer,Edrak United -,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 6+ Yrs of Exp · males_preferred · IT/Software Development · Engineering - Telecom/Technology · Oracle · JavaScript · HTML · Database · CSS · SQL · jQuery · Apex Programming,https://wuzzuf.net/jobs/p/6fl02DT1f8v2-Data-Scientist-Mantrac-Cairo-Egypt?o=147&l=sp&t=sj&a=python|search-v3|spbg
Unity Game Developer,iSchool -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 7 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · 3D · Computer Science · Game · Game development · Information Technology (IT) · Programming · Software Development,https://wuzzuf.net/jobs/p/Aeoy9m8E1Qgs-Software-Quality-Control-Engineer-Kashier-Payment-Solutions-Cairo-Egypt?o=157&l=sp&t=sj&a=python|search-v3|spbg
Senior Automation Test Engineer,Kaizen Firm -,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 4 - 12 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · senior automation · Software Testing · Information Technology (IT) · Computer Science · Agile · Java,https://wuzzuf.net/jobs/p/VOpCibtt4djj-BI-Team-Leader-Dataplus-Cairo-Egypt?o=167&l=sp&t=sj&a=python|search-v3|spbg
Full Stack Developer,Windsor University -,2 months ago,"Cairo, Egypt ",Full TimeEntry Level · IT/Software Development · Computer Science · CSS · HTML · WordPress · PHP · Software Development · Cpanel/WHM,https://wuzzuf.net/jobs/p/HpXhuVrV9yBc-Senior-Software-Engineer---Full-Stack-100-Remote-Anoma-Tech-USA-Cairo-Egypt?o=71&l=sp&t=sj&a=python|search-v3|spbg
